case_id,baseline_method,target_method,rectangle_count,baseline_travel_mode_cost,target_travel_mode_cost,travel_mode_cost_delta,travel_mode_cost_reduction_pct,baseline_air_move_distance,target_air_move_distance,air_move_distance_reduction_pct,baseline_cutting_length,target_cutting_length,baseline_machining_cost,target_machining_cost,machining_cost_reduction_pct,baseline_hard_penalty,target_hard_penalty,hard_penalty_delta,baseline_stability_penalty,target_stability_penalty,stability_penalty_delta,stability_penalty_reduction,baseline_tool_event_count,target_tool_event_count,tool_event_count_reduction,baseline_runtime_ms,target_runtime_ms,runtime_ratio,process_key_winner
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv|2,topology_no_beam,full_process_aware_beam,7,31.000000,18.000000,-13.000000,41.935484,31.000000,18.000000,41.935484,168.000000,168.000000,199.000000,186.000000,6.532663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,14.000000,0.000000,16.135459,71.433000,4.427082,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv|2,path_distance_baseline,full_process_aware_beam,7,26.000000,18.000000,-8.000000,30.769231,26.000000,18.000000,30.769231,168.000000,168.000000,194.000000,186.000000,4.123711,0.000000,0.000000,0.000000,1.000000,0.000000,-1.000000,1.000000,16.000000,14.000000,2.000000,73.569125,71.433000,0.970964,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv|2,no_detour_operator,full_process_aware_beam,7,18.000000,18.000000,0.000000,0.000000,18.000000,18.000000,0.000000,168.000000,168.000000,186.000000,186.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,14.000000,0.000000,44.541584,71.433000,1.603737,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv|2,no_safe_travel_modes,full_process_aware_beam,7,18.000000,18.000000,0.000000,0.000000,18.000000,18.000000,0.000000,168.000000,168.000000,186.000000,186.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,14.000000,0.000000,43.993500,71.433000,1.623717,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv|3,single_edges_only,full_process_aware_beam,2,0.000000,12.615773,12.615773,,0.000000,12.615773,,86.000000,69.000000,86.000000,81.615773,5.097938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,6.000000,-4.000000,9.853292,8.900000,0.903251,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv|3,no_stability_guidance,full_process_aware_beam,2,5.000000,12.615773,7.615773,-152.315462,5.000000,12.615773,-152.315462,69.000000,69.000000,74.000000,81.615773,-10.291585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,6.000000,-4.000000,8.349083,8.900000,1.065985,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv|3,no_adjacency_support_guidance,full_process_aware_beam,2,5.000000,12.615773,7.615773,-152.315462,5.000000,12.615773,-152.315462,69.000000,69.000000,74.000000,81.615773,-10.291585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,6.000000,-4.000000,7.112083,8.900000,1.251391,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv|3,topology_no_beam,full_process_aware_beam,2,12.615773,12.615773,0.000000,0.000000,12.615773,12.615773,0.000000,69.000000,69.000000,81.615773,81.615773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,0.000000,1.415500,8.900000,6.287531,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv|3,path_distance_baseline,full_process_aware_beam,2,5.000000,12.615773,7.615773,-152.315462,5.000000,12.615773,-152.315462,69.000000,69.000000,74.000000,81.615773,-10.291585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,6.000000,-4.000000,15.945417,8.900000,0.558154,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv|3,no_detour_operator,full_process_aware_beam,2,12.615773,12.615773,0.000000,0.000000,12.615773,12.615773,0.000000,69.000000,69.000000,81.615773,81.615773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,0.000000,8.143125,8.900000,1.092947,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv|3,no_safe_travel_modes,full_process_aware_beam,2,12.615773,12.615773,0.000000,0.000000,12.615773,12.615773,0.000000,69.000000,69.000000,81.615773,81.615773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,0.000000,7.702833,8.900000,1.155419,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|1,single_edges_only,full_process_aware_beam,4,21.485281,24.950845,3.465563,-16.129941,21.485281,24.950845,-16.129941,162.000000,117.000000,183.485281,141.950845,22.636386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,32.118625,27.229292,0.847773,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|1,no_stability_guidance,full_process_aware_beam,4,24.000000,24.950845,0.950845,-3.961853,24.000000,24.950845,-3.961853,117.000000,117.000000,141.000000,141.950845,-0.674358,0.000000,0.000000,0.000000,1.000000,0.000000,-1.000000,1.000000,8.000000,10.000000,-2.000000,26.531417,27.229292,1.026304,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|1,no_adjacency_support_guidance,full_process_aware_beam,4,36.720045,24.950845,-11.769201,32.051160,36.720045,24.950845,32.051160,117.000000,117.000000,153.720045,141.950845,7.656256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,10.000000,2.000000,20.251000,27.229292,1.344590,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|1,topology_no_beam,full_process_aware_beam,4,50.935417,24.950845,-25.984573,51.014744,50.935417,24.950845,51.014744,117.000000,117.000000,167.935417,141.950845,15.472956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,10.000000,4.000000,4.469500,27.229292,6.092246,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|1,path_distance_baseline,full_process_aware_beam,4,31.000000,24.950845,-6.049155,19.513404,31.000000,24.950845,19.513404,117.000000,117.000000,148.000000,141.950845,4.087267,0.000000,0.000000,0.000000,1.000000,0.000000,-1.000000,1.000000,8.000000,10.000000,-2.000000,36.968083,27.229292,0.736562,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|1,no_detour_operator,full_process_aware_beam,4,24.950845,24.950845,0.000000,0.000000,24.950845,24.950845,0.000000,117.000000,117.000000,141.950845,141.950845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,20.401208,27.229292,1.334690,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|1,no_safe_travel_modes,full_process_aware_beam,4,24.950845,24.950845,0.000000,0.000000,24.950845,24.950845,0.000000,117.000000,117.000000,141.950845,141.950845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,20.021750,27.229292,1.359986,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|2,single_edges_only,full_process_aware_beam,9,48.000000,52.556349,4.556349,-9.492394,48.000000,52.556349,-9.492394,248.000000,159.000000,296.000000,211.556349,28.528260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,22.000000,-8.000000,179.021458,145.822792,0.814555,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|2,no_stability_guidance,full_process_aware_beam,9,54.721349,52.556349,-2.165000,3.956409,54.721349,52.556349,3.956409,159.000000,159.000000,213.721349,211.556349,1.013001,0.000000,0.000000,0.000000,5.000000,0.000000,-5.000000,5.000000,20.000000,22.000000,-2.000000,172.231208,145.822792,0.846669,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|2,no_adjacency_support_guidance,full_process_aware_beam,9,90.686565,52.556349,-38.130216,42.046158,90.686565,52.556349,42.046158,159.000000,159.000000,249.686565,211.556349,15.271233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.000000,22.000000,9.000000,52.918791,145.822792,2.755596,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|2,topology_no_beam,full_process_aware_beam,9,66.236068,52.556349,-13.679719,20.652975,66.236068,52.556349,20.652975,159.000000,159.000000,225.236068,211.556349,6.073503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.000000,22.000000,6.000000,38.687791,145.822792,3.769220,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|2,path_distance_baseline,full_process_aware_beam,9,30.236068,52.556349,22.320281,-73.820052,30.236068,52.556349,-73.820052,159.000000,159.000000,189.236068,211.556349,-11.794940,0.000000,0.000000,0.000000,1.000000,0.000000,-1.000000,1.000000,20.000000,22.000000,-2.000000,94.565875,145.822792,1.542023,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|2,no_detour_operator,full_process_aware_beam,9,41.828427,52.556349,10.727922,-25.647443,41.828427,52.556349,-25.647443,159.000000,159.000000,200.828427,211.556349,-5.341834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.000000,22.000000,0.000000,63.007333,145.822792,2.314378,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|2,no_safe_travel_modes,full_process_aware_beam,9,41.828427,52.556349,10.727922,-25.647443,41.828427,52.556349,-25.647443,159.000000,159.000000,200.828427,211.556349,-5.341834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.000000,22.000000,0.000000,62.302542,145.822792,2.340559,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|3,single_edges_only,full_process_aware_beam,5,17.830952,24.000000,6.169048,-34.597413,17.830952,24.000000,-34.597413,172.000000,113.000000,189.830952,137.000000,27.830526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,12.000000,-4.000000,67.519666,34.173708,0.506130,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|3,no_stability_guidance,full_process_aware_beam,5,19.000000,24.000000,5.000000,-26.315789,19.000000,24.000000,-26.315789,113.000000,113.000000,132.000000,137.000000,-3.787879,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,12.000000,-2.000000,41.062250,34.173708,0.832241,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|3,no_adjacency_support_guidance,full_process_aware_beam,5,56.268548,24.000000,-32.268548,57.347398,56.268548,24.000000,57.347398,113.000000,113.000000,169.268548,137.000000,19.063523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.000000,0.000000,28.273250,34.173708,1.208694,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|3,topology_no_beam,full_process_aware_beam,5,57.698449,24.000000,-33.698449,58.404428,57.698449,24.000000,58.404428,113.000000,113.000000,170.698449,137.000000,19.741509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.000000,12.000000,10.000000,7.728334,34.173708,4.421873,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|3,path_distance_baseline,full_process_aware_beam,5,29.000000,24.000000,-5.000000,17.241379,29.000000,24.000000,17.241379,113.000000,113.000000,142.000000,137.000000,3.521127,0.000000,0.000000,0.000000,1.000000,0.000000,-1.000000,1.000000,12.000000,12.000000,0.000000,59.778625,34.173708,0.571671,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|3,no_detour_operator,full_process_aware_beam,5,24.000000,24.000000,0.000000,0.000000,24.000000,24.000000,0.000000,113.000000,113.000000,137.000000,137.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.000000,0.000000,27.217041,34.173708,1.255600,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|3,no_safe_travel_modes,full_process_aware_beam,5,24.000000,24.000000,0.000000,0.000000,24.000000,24.000000,0.000000,113.000000,113.000000,137.000000,137.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.000000,0.000000,26.064500,34.173708,1.311121,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv|1,single_edges_only,full_process_aware_beam,17,7558.586678,9495.048168,1936.461490,-25.619359,7558.586678,9245.048168,-22.311863,25241.000000,15766.000000,32799.586678,25261.048168,22.983639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42.000000,50.000000,-8.000000,981.834542,373.374667,0.380283,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv|1,no_stability_guidance,full_process_aware_beam,17,4823.625307,9495.048168,4671.422861,-96.844646,4823.625307,9245.048168,-91.661822,15766.000000,15766.000000,20589.625307,25261.048168,-22.688236,0.000000,0.000000,0.000000,2.000000,0.000000,-2.000000,2.000000,32.000000,50.000000,-18.000000,584.156833,373.374667,0.639169,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv|1,no_adjacency_support_guidance,full_process_aware_beam,17,12905.923300,9495.048168,-3410.875132,26.428757,12905.923300,9245.048168,28.365852,15766.000000,15766.000000,28671.923300,25261.048168,11.896220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.000000,50.000000,9.000000,309.544375,373.374667,1.206207,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv|1,topology_no_beam,full_process_aware_beam,17,10075.644793,9495.048168,-580.596625,5.762377,9575.644793,9245.048168,3.452474,15766.000000,15766.000000,25841.644793,25261.048168,2.246748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.000000,50.000000,7.000000,114.862583,373.374667,3.250621,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv|1,path_distance_baseline,full_process_aware_beam,17,4268.710143,9495.048168,5226.338024,-122.433659,4018.710143,9245.048168,-130.050136,15766.000000,15766.000000,20034.710143,25261.048168,-26.086417,0.000000,0.000000,0.000000,5.000000,0.000000,-5.000000,5.000000,42.000000,50.000000,-8.000000,164.715417,373.374667,2.266786,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv|1,no_detour_operator,full_process_aware_beam,17,8756.188647,9495.048168,738.859520,-8.438141,8506.188647,9245.048168,-8.686141,15766.000000,15766.000000,24522.188647,25261.048168,-3.013024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,50.000000,0.000000,120.664625,373.374667,3.094318,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv|1,no_safe_travel_modes,full_process_aware_beam,17,8393.443437,9495.048168,1101.604730,-13.124586,8393.443437,9245.048168,-10.146071,15766.000000,15766.000000,24159.443437,25261.048168,-4.559727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.000000,50.000000,-5.000000,120.009042,373.374667,3.111221,baseline
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv|150,single_edges_only,full_process_aware_beam,16,7636.822061,8414.267613,777.445552,-10.180223,7386.822061,7914.267613,-7.140358,26766.000000,16737.000000,34402.822061,25151.267613,26.891848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.000000,52.000000,-17.000000,810.182625,554.361667,0.684243,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv|150,no_stability_guidance,full_process_aware_beam,16,5875.724611,8414.267613,2538.543002,-43.203914,5625.724611,7914.267613,-40.679969,16737.000000,16737.000000,22612.724611,25151.267613,-11.226170,0.000000,0.000000,0.000000,7.000000,0.000000,-7.000000,7.000000,37.000000,52.000000,-15.000000,529.824250,554.361667,1.046312,target
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv|150,no_adjacency_support_guidance,full_process_aware_beam,16,11569.047784,8414.267613,-3154.780171,27.269143,11569.047784,7914.267613,31.591020,16737.000000,16737.000000,28306.047784,25151.267613,11.145251,0.000000,0.000000,0.000000,1.000000,0.000000,-1.000000,1.000000,52.000000,52.000000,0.000000,286.683625,554.361667,1.933705,target
