method,support_policy,min_support_count,min_support_ratio,min_area_normalized_support,adjacency_support_weight,n,runtime_ms_mean,runtime_ms_std,air_move_distance_mean,air_move_distance_std,travel_mode_cost_mean,travel_mode_cost_std,hard_penalty_mean,stability_penalty_mean,safe_lift_count_mean,detour_count_mean,rectangle_count_mean
greedy,all_edges,1,0.75,0.0,1.0,12,4.2156838333332605,4.397749906137409,2529.361577074183,2542.8396571449225,2675.1949104075165,2685.733362364309,0.0,3.25,0.5833333333333334,9.416666666666666,14.666666666666666
path_distance_local_search,all_edges,1,0.75,0.0,1.0,12,161.42309708333332,99.49239447152488,2512.6544046498275,2527.3128231080527,2658.487737983161,2670.385668155902,0.0,3.25,0.5833333333333334,9.416666666666666,14.666666666666666
process_aware_beam,all_edges,1,0.75,0.0,1.0,12,372.8076980833334,361.5900969614227,4424.249744970501,4486.312117447162,4486.749744970501,4545.125355684218,0.0,0.0,0.25,13.916666666666666,14.666666666666666
topology_process_aware,all_edges,1,0.75,0.0,1.0,12,143.70252424999998,164.9332577751669,5249.601832005654,5370.83487799069,5374.601832005654,5510.8610041856855,0.0,0.0,0.5,13.25,14.666666666666666
