archive,placements_member,board_id,method,runtime_ms,rectangle_count,selected_unit_count,action_count,air_move_distance,cutting_length,pierce_count,lift_count,collision_penalty,boundary_penalty,hard_penalty,stability_penalty,safe_lift_count,safe_lift_distance,detour_count,detour_distance,travel_mode_cost,machining_cost
review_overnight_20260422.zip,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,342,full_process_aware_beam,972.790333,30,76,156,11895.428238137098,21325.100000000002,34,35,0.0,0.0,0.0,0.0,1,1221.420406739629,0,0.0,12145.428238137098,33470.5282381371
review_overnight_20260422.zip,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,342,no_stability_guidance,1761.348834,30,76,133,7556.413425857155,21325.100000000006,25,26,0.0,0.0,0.0,12.0,1,1255.0546800837008,0,0.0,7806.413425857155,29131.51342585716
review_overnight_20260422.zip,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,342,path_distance_baseline,365.0434170000003,30,76,121,6314.63767433721,21325.100000000006,28,28,0.0,0.0,0.0,3.0,2,1476.1866649260423,0,0.0,6814.637674337211,28139.737674337215
