archive,case_name,placement_method,seed,placements_member,board_id,method,variant,planner_kind,support_policy,min_support_count,min_support_ratio,min_area_normalized_support,adjacency_support_weight,use_single_edge_units_only,disable_stability_guidance,disable_adjacency_guidance,disable_detour_operator,disable_safe_travel_modes,evaluate_with_planning_tool,runtime_ms,rectangle_count,rectangle_count_bin,candidate_unit_count,selected_unit_count,action_count,primitive_unit_count,relation_unit_count,selected_single_edge_count,selected_shared_edge_count,selected_near_shared_channel_count,selected_collinear_chain_count,air_move_distance,cutting_length,pierce_count,lift_count,collision_penalty,boundary_penalty,hard_penalty,stability_penalty,safe_lift_count,safe_lift_distance,detour_count,detour_distance,travel_mode_cost,machining_cost,planning_air_move_distance,planning_travel_mode_cost,planning_machining_cost,planning_hard_penalty,planning_stability_penalty,planning_safe_lift_count,planning_detour_count
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_main_pub_all_1seed_300s__ngcut9,baseline_greedy,seed_1000,paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv,2,full_process_aware_beam,full_process_aware_beam,process_aware_beam,all_edges,1,0.75,0.0,1.0,False,False,False,False,False,False,145.822792,9,000_020,50,28,40,36,14,14,14,0,0,52.55634918610404,159.0,11,11,0.0,0.0,0.0,0.0,0,0.0,0,0.0,52.55634918610404,211.55634918610406,52.55634918610404,52.55634918610404,211.55634918610406,0.0,0.0,0,3
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_main_pub_all_1seed_300s__ngcut9,baseline_greedy,seed_1000,paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv,2,single_edges_only,single_edges_only,process_aware_beam,all_edges,1,0.75,0.0,1.0,True,False,False,False,False,False,179.02145800000002,9,000_020,36,36,64,36,0,36,0,0,0,48.0,248.0,7,7,0.0,0.0,0.0,0.0,0,0.0,0,0.0,48.0,296.0,48.0,48.0,296.0,0.0,0.0,0,24
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_main_pub_all_1seed_300s__ngcut9,baseline_greedy,seed_1000,paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv,2,no_stability_guidance,no_stability_guidance,process_aware_beam,all_edges,1,0.75,0.0,1.0,False,True,False,False,False,False,172.23120800000007,9,000_020,50,28,37,36,14,14,14,0,0,54.72134935173836,159.0,10,10,0.0,0.0,0.0,5.0,0,0.0,0,0.0,54.72134935173836,213.72134935173835,54.72134935173836,54.72134935173836,213.72134935173835,0.0,0.0,0,0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_main_pub_all_1seed_300s__ngcut9,baseline_greedy,seed_1000,paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv,2,no_adjacency_support_guidance,no_adjacency_support_guidance,process_aware_beam,all_edges,1,0.75,0.0,1.0,False,False,True,False,False,False,52.91879099999996,9,000_020,50,28,43,36,14,14,14,0,0,90.68656532723712,159.0,15,16,0.0,0.0,0.0,0.0,0,0.0,0,0.0,90.68656532723712,249.68656532723713,90.68656532723712,90.68656532723712,249.68656532723713,0.0,0.0,0,0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_main_pub_all_1seed_300s__ngcut9,baseline_greedy,seed_1000,paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv,2,topology_no_beam,topology_no_beam,topology_process_aware,all_edges,1,0.75,0.0,1.0,False,False,False,False,False,False,38.68779099999997,9,000_020,50,28,58,36,14,14,14,0,0,66.23606797749977,159.0,14,14,0.0,0.0,0.0,0.0,0,0.0,0,0.0,66.23606797749977,225.23606797749977,66.23606797749977,66.23606797749977,225.23606797749977,0.0,0.0,0,20
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_main_pub_all_1seed_300s__ngcut9,baseline_greedy,seed_1000,paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv,2,path_distance_baseline,path_distance_baseline,path_distance_local_search,all_edges,1,0.75,0.0,1.0,False,False,False,False,False,False,94.56587500000002,9,000_020,50,28,37,36,14,14,14,0,0,30.23606797749979,159.0,10,10,0.0,0.0,0.0,1.0,0,0.0,0,0.0,30.23606797749979,189.2360679774998,30.23606797749979,30.23606797749979,189.2360679774998,0.0,1.0,0,0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_main_pub_all_1seed_300s__ngcut9,baseline_greedy,seed_1000,paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv,2,no_detour_operator,no_detour_operator,process_aware_beam,all_edges,1,0.75,0.0,1.0,False,False,False,True,False,True,63.007332999999946,9,000_020,50,28,38,36,14,14,14,0,0,41.82842712474619,159.0,11,11,0.0,0.0,0.0,0.0,0,0.0,0,0.0,41.82842712474619,200.82842712474618,41.82842712474619,41.82842712474619,200.82842712474618,0.0,0.0,0,0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_main_pub_all_1seed_300s__ngcut9,baseline_greedy,seed_1000,paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv,2,no_safe_travel_modes,no_safe_travel_modes,process_aware_beam,all_edges,1,0.75,0.0,1.0,False,False,False,True,True,True,62.30254199999996,9,000_020,50,28,38,36,14,14,14,0,0,41.82842712474619,159.0,11,11,0.0,0.0,0.0,0.0,0,0.0,0,0.0,41.82842712474619,200.82842712474618,41.82842712474619,41.82842712474619,200.82842712474618,0.0,0.0,0,0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_main_pub_all_1seed_300s__ngcut9,baseline_greedy,seed_1000,paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv,3,full_process_aware_beam,full_process_aware_beam,process_aware_beam,all_edges,1,0.75,0.0,1.0,False,False,False,False,False,False,34.17370799999997,5,000_020,27,16,21,20,7,9,7,0,0,24.0,113.0,6,6,0.0,0.0,0.0,0.0,0,0.0,0,0.0,24.0,137.0,24.0,24.0,137.0,0.0,0.0,0,0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_main_pub_all_1seed_300s__ngcut9,baseline_greedy,seed_1000,paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv,3,single_edges_only,single_edges_only,process_aware_beam,all_edges,1,0.75,0.0,1.0,True,False,False,False,False,False,67.51966600000014,5,000_020,20,20,27,20,0,20,0,0,0,17.8309518948453,172.0,4,4,0.0,0.0,0.0,0.0,0,0.0,0,0.0,17.8309518948453,189.8309518948453,17.8309518948453,17.8309518948453,189.8309518948453,0.0,0.0,0,5
