scenario,size,method,repeat,runtime_ms,rectangle_count,candidate_unit_count,selected_unit_count,action_count,air_move_distance,cutting_length,pierce_count,lift_count,stability_penalty,hard_penalty
clustered,10,greedy,0,0.7812499999999972,10,73,29,54,622.9182184087697,1956.9330237798692,26,26,8.0,4.0
clustered,10,topology,0,15.356415999999998,10,73,29,56,1492.5133511500997,1956.9330237798686,27,28,0.0,4.0
clustered,10,topology_local_search,0,21.145417,10,73,29,56,1666.8883970457478,1956.9330237798686,26,27,0.0,4.0
clustered,20,greedy,0,1.4593749999999988,20,154,54,103,1320.3608409602143,2972.346961778828,48,50,18.0,9.0
clustered,20,topology,0,49.01441599999999,20,154,54,104,2445.1304890965425,2972.3469617788273,50,51,0.0,6.0
clustered,20,topology_local_search,0,158.546833,20,154,54,104,2675.694365415539,2972.3469617788273,50,51,1.0,5.0
clustered,50,greedy,0,5.492041999999975,50,410,127,249,3262.1932459152645,7010.047318225219,122,123,43.0,16.0
clustered,50,topology,0,282.8156670000001,50,410,127,250,6867.379560264406,7010.0473182252135,121,124,0.0,12.0
clustered,50,topology_local_search,0,572.725459,50,410,127,250,6867.379560264406,7010.0473182252135,121,124,0.0,12.0
