scenario,size,method,repeat,support_policy,min_support_count,min_support_ratio,min_area_normalized_support,adjacency_support_weight,topology_candidate_pool_size,beam_width,beam_candidate_pool_size,beam_max_expansions_per_node,beam_max_layer_expansions,beam_diversity_bucket_limit,beam_min_expansions_per_parent,beam_unstable_min_expansions_per_parent,beam_unstable_layer_expansion_multiplier,beam_unstable_layer_expansion_bonus,beam_completion_aware_prerank,beam_unstable_completion_focus_count,runtime_ms,rectangle_count,candidate_unit_count,selected_unit_count,action_count,air_move_distance,cutting_length,pierce_count,lift_count,safe_lift_count,safe_lift_distance,detour_count,detour_distance,travel_mode_cost,stability_penalty,hard_penalty
clustered,100,process_aware_beam,0,all_edges,1,0.75,0.0,1.0,,4,12,24,28,1,0,2,1.0,0,False,1,809.355459,100,838,249,516,10539.337830236898,11876.249314080726,239,244,3,372.99113743539294,25,405.1561689042306,11289.337830236902,22.0,0.0
clustered,200,process_aware_beam,0,all_edges,1,0.75,0.0,1.0,,4,12,24,28,1,0,2,1.0,0,False,1,2046.6999580000002,200,1698,481,970,20262.27974481479,21563.55881648186,464,475,7,1932.1589696811834,17,261.4650812947221,22012.279744814798,68.0,0.0
