beam_width,candidate_pool_size,max_expansions_per_node,max_layer_expansions,layer_multiplier,unstable_layer_expansion_multiplier,unstable_layer_expansion_bonus,diversity_bucket_limit,min_expansions_per_parent,unstable_min_expansions_per_parent,n,runtime_ms_mean,runtime_ms_std,expanded_nodes_mean,air_move_distance_mean,travel_mode_cost_mean,hard_penalty_mean,stability_penalty_mean,safe_lift_count_mean,detour_count_mean,rectangle_count_mean
8,24,48,48,6,1.0,0,1,0,2,3,211.49693066666663,118.36672800598659,1661.3333333333333,2634.8419450411157,2634.8419450411157,0.0,0.0,0,11.666666666666666,12.666666666666666
8,24,48,64,8,1.0,0,1,0,2,3,293.2296393333333,251.18168168762517,2146,2852.57695116932,2852.57695116932,0.0,0.0,0,15.666666666666666,12.666666666666666
8,24,48,80,10,1.0,0,1,0,2,3,336.1285556666665,278.6748541662133,2622,2856.4207036543794,2856.4207036543794,0.0,0.0,0,17.333333333333332,12.666666666666666
8,24,48,96,12,1.0,0,1,0,2,3,437.86165266666666,390.55251182534823,3128.6666666666665,2723.473997486466,2723.473997486466,0.0,0.0,0,7,12.666666666666666
