beam_width,candidate_pool_size,max_expansions_per_node,max_layer_expansions,layer_multiplier,diversity_bucket_limit,n,runtime_ms_mean,runtime_ms_std,expanded_nodes_mean,air_move_distance_mean,travel_mode_cost_mean,hard_penalty_mean,stability_penalty_mean,safe_lift_count_mean,detour_count_mean,rectangle_count_mean
8,24,48,96,12,0,3,905.8362083333334,967.2848123626403,3088,3193.669375874452,3193.669375874452,0.0,0.0,0,6.666666666666667,12.666666666666666
8,24,48,96,12,1,3,932.6978613333331,994.4197943104734,3084.6666666666665,3084.4634101670854,3084.4634101670854,0.0,0.0,0,10,12.666666666666666
8,24,48,96,12,2,3,901.6489863333334,960.556558716833,3088,3193.669375874452,3193.669375874452,0.0,0.0,0,6.666666666666667,12.666666666666666
