method,support_policy,min_support_count,min_support_ratio,min_area_normalized_support,adjacency_support_weight,n,runtime_ms_mean,runtime_ms_std,air_move_distance_mean,air_move_distance_std,travel_mode_cost_mean,travel_mode_cost_std,hard_penalty_mean,stability_penalty_mean,safe_lift_count_mean,detour_count_mean,rectangle_count_mean
greedy,all_edges,1,0.75,0.0,1.0,27,5.445708222222075,5.712714164167973,3065.1791470341327,2861.0257764798685,3222.5865544415406,2994.790223718789,0.0,3.1481481481481484,0.6296296296296297,12.962962962962964,15.25925925925926
path_distance_local_search,all_edges,1,0.75,0.0,1.0,27,173.69918192592579,121.14785200976627,3057.7537370677524,2856.3099551497435,3215.16114447516,2990.0554299824,0.0,3.1481481481481484,0.6296296296296297,12.962962962962964,15.25925925925926
process_aware_beam,all_edges,1,0.75,0.0,1.0,27,441.36643670370387,456.74263723432784,5008.096328931032,4713.50833112462,5109.948180782883,4812.93649283112,0.0,0.0,0.4074074074074074,15.666666666666666,15.25925925925926
topology_process_aware,all_edges,1,0.75,0.0,1.0,27,212.15102485185176,302.7704564616335,5804.48042313433,5400.744327491342,5934.110052763959,5530.774233438707,0.0,0.037037037037037035,0.5185185185185185,18.074074074074073,15.25925925925926
