case_id,baseline_method,target_method,rectangle_count,baseline_travel_mode_cost,target_travel_mode_cost,travel_mode_cost_delta,travel_mode_cost_reduction_pct,baseline_air_move_distance,target_air_move_distance,air_move_distance_reduction_pct,baseline_cutting_length,target_cutting_length,baseline_machining_cost,target_machining_cost,machining_cost_reduction_pct,baseline_hard_penalty,target_hard_penalty,hard_penalty_delta,baseline_stability_penalty,target_stability_penalty,stability_penalty_delta,stability_penalty_reduction,baseline_tool_event_count,target_tool_event_count,tool_event_count_reduction,baseline_runtime_ms,target_runtime_ms,runtime_ratio,process_key_winner,selection_priority,selection_rank,archive,placements_member,board_id,selection_score
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv|1,single_edges_only,full_process_aware_beam,9,40.000000,32.000000,-8.000000,20.000000,40.000000,32.000000,20.000000,236.000000,150.000000,276.000000,182.000000,34.057971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,18.000000,-4.000000,151.690792,94.773125,0.624778,target,single_edges_only:machining_cost_reduction_pct,1,paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv,1,34.057971
strong_baseline_overnight_20260407_001243.zip|strong_baseline_overnight_20260407_001243/exp_strong_pilot_pub_1seed_300s/exp_strong_pilot_pub_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv|3,topology_no_beam,full_process_aware_beam,5,57.698449,24.000000,-33.698449,58.404428,57.698449,24.000000,58.404428,113.000000,113.000000,170.698449,137.000000,19.741509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.000000,12.000000,10.000000,7.067500,34.936500,4.943261,target,topology_no_beam:machining_cost_reduction_pct,1,strong_baseline_overnight_20260407_001243.zip,strong_baseline_overnight_20260407_001243/exp_strong_pilot_pub_1seed_300s/exp_strong_pilot_pub_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv,3,19.741509
review_overnight_20260422.zip|review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv|342,no_stability_guidance,full_process_aware_beam,30,7806.413426,12145.428238,4339.014812,-55.582693,7556.413426,11895.428238,-57.421617,21325.100000,21325.100000,29131.513426,33470.528238,-14.894574,0.000000,0.000000,0.000000,12.000000,0.000000,-12.000000,12.000000,52.000000,70.000000,-18.000000,1836.207708,982.626958,0.535139,target,no_stability_guidance:stability_penalty_reduction,1,review_overnight_20260422.zip,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,342,12.000000
review_overnight_20260422.zip|review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv|341,path_distance_baseline,full_process_aware_beam,32,8634.058147,11509.494509,2875.436362,-33.303417,8634.058147,11009.494509,-27.512397,21845.100000,21845.100000,30479.158147,33354.594509,-9.434107,0.000000,0.000000,0.000000,8.000000,0.000000,-8.000000,8.000000,78.000000,84.000000,-6.000000,472.480209,1803.038250,3.816114,target,path_distance_baseline:stability_penalty_reduction,1,review_overnight_20260422.zip,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,341,8.000000
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip|paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv|2,no_adjacency_support_guidance,full_process_aware_beam,7,67.470177,18.000000,-49.470177,73.321546,67.470177,18.000000,73.321546,168.000000,168.000000,235.470177,186.000000,21.009105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.000000,14.000000,8.000000,45.332042,71.433000,1.575773,target,no_adjacency_support_guidance:machining_cost_reduction_pct,1,paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv,2,21.009105
review_overnight_20260422.zip|review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv|341,no_safe_travel_modes,full_process_aware_beam,32,10427.391523,11509.494509,1082.102985,-10.377504,10427.391523,11009.494509,-5.582441,21845.100000,21845.100000,32272.491523,33354.594509,-3.353020,3.000000,0.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,80.000000,84.000000,-4.000000,178.915250,1803.038250,10.077611,target,no_safe_travel_modes:hard_penalty_delta_abs,1,review_overnight_20260422.zip,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,341,3.000000
