beam_width,candidate_pool_size,max_expansions_per_node,max_layer_expansions,layer_multiplier,unstable_layer_expansion_multiplier,unstable_layer_expansion_bonus,diversity_bucket_limit,min_expansions_per_parent,unstable_min_expansions_per_parent,n,runtime_ms_mean,runtime_ms_std,expanded_nodes_mean,air_move_distance_mean,travel_mode_cost_mean,hard_penalty_mean,stability_penalty_mean,safe_lift_count_mean,detour_count_mean,rectangle_count_mean
8,24,48,32,4,1.0,0,1,0,2,3,200.95030500000001,165.4313396802169,1131.3333333333333,3162.332972249965,3162.332972249965,0.0,0.0,0,14,12.666666666666666
8,24,48,40,5,1.0,0,1,0,2,3,240.62013899999994,192.9392347726885,1392.6666666666667,2971.8385807994,3055.1719141327335,0.0,0.0,0.3333333333333333,11,12.666666666666666
8,24,48,48,6,1.0,0,1,0,2,3,209.57016666666667,112.107198612712,1661.3333333333333,2634.8419450411157,2634.8419450411157,0.0,0.0,0,11.666666666666666,12.666666666666666
8,24,48,56,7,1.0,0,1,0,2,3,283.8633193333333,213.30923297651015,1862,2418.6878920584795,2418.6878920584795,0.0,0.0,0,7.333333333333333,12.666666666666666
