archive,placements_member,board_id,method,runtime_ms,rectangle_count,selected_unit_count,action_count,air_move_distance,cutting_length,pierce_count,lift_count,collision_penalty,boundary_penalty,hard_penalty,stability_penalty,safe_lift_count,safe_lift_distance,detour_count,detour_distance,travel_mode_cost,machining_cost
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv,1,full_process_aware_beam,95.79316700000001,9,27,35,32.0,150.0,9,9,0.0,0.0,0.0,0.0,0,0.0,0,0.0,32.0,182.0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,paper_extended_suite_20260321/exp_ablation_pub_1seed_300s/exp_ablation_pub_1seed_300s__ngcut9/ours_base/seed_1000/placements.csv,1,single_edges_only,152.80066599999998,9,36,49,39.99999999999999,236.0,7,7,0.0,0.0,0.0,0.0,0,0.0,0,0.0,39.99999999999999,276.0
