baseline_method,target_method,paired_cases,tool_event_decrease_count,tool_event_tie_count,tool_event_increase_count,tool_event_delta_mean,tool_event_delta_median,travel_mode_cost_reduction_pct_mean,machining_cost_reduction_pct_mean,increase_cases_travel_reduction_pct_mean,increase_cases_machining_reduction_pct_mean
process_aware_beam,process_aware_beam_adaptive_polished,77,11,60,6,-0.44155844155844154,0.0,3.6115992328363915,1.3437311956761482,14.754474337196152,4.9804927906216365
