method,variant,planner_kind,n,runtime_ms_mean,runtime_ms_std,travel_mode_cost_mean,travel_mode_cost_std,machining_cost_mean,machining_cost_std,air_move_distance_mean,hard_penalty_mean,stability_penalty_mean,safe_lift_count_mean,detour_count_mean,selected_shared_edge_count_mean,selected_near_shared_channel_count_mean,selected_collinear_chain_count_mean,rectangle_count_mean
full_process_aware_beam,full_process_aware_beam,process_aware_beam,27,437.6281388888889,443.7400272103282,5070.404928362023,4772.115601672755,15599.682706139802,14039.088860164595,4977.812335769431,0.0,0.0,0.37037037037037035,0,24.925925925925927,0.07407407407407407,4.481481481481482,15.25925925925926
single_edges_only,single_edges_only,process_aware_beam,27,733.9706405185191,800.4655669518728,4612.793092485696,4321.978418960076,21819.87457396718,19724.695020434756,4446.1264258190295,0.0,0.0,0.6666666666666666,0,0,0,0,15.25925925925926
no_stability_guidance,no_stability_guidance,process_aware_beam,27,539.2758117777773,567.9369912049192,3376.0381346645804,3098.4224483626563,13905.315912442358,12453.607815871123,3320.4825791090248,0.0,4.111111111111111,0.2222222222222222,0,24.925925925925927,0.07407407407407407,4.481481481481482,15.25925925925926
no_adjacency_support_guidance,no_adjacency_support_guidance,process_aware_beam,27,230.56608322222303,243.62627901907413,7271.324854641431,6631.436383877356,17800.60263241921,15999.366244051196,7197.250780567357,0.0,0.4074074074074074,0.2962962962962963,0,24.925925925925927,0.07407407407407407,4.481481481481482,15.25925925925926
topology_no_beam,topology_no_beam,topology_process_aware,27,206.50627937037072,290.81352787901733,5971.695761872442,5569.8687934886,16500.97353965022,14863.699003685484,5842.066132242812,0.0,0.0,0.5185185185185185,0,24.925925925925927,0.07407407407407407,4.481481481481482,15.25925925925926
path_distance_baseline,path_distance_baseline,path_distance_local_search,27,173.9259491851837,119.9960056419724,3215.16114447516,2990.0554299824,13744.438922252937,12345.528222347395,3057.7537370677524,0.0,2.925925925925926,0.6296296296296297,0,24.925925925925927,0.07407407407407407,4.481481481481482,15.25925925925926
no_detour_operator,no_detour_operator,process_aware_beam,27,88.15048451851851,51.44224729720435,5412.153984859237,5040.825604582495,15941.431762637016,14320.597365497872,5023.265095970349,0.0,0.0,1.5555555555555556,0,24.925925925925927,0.07407407407407407,4.481481481481482,15.25925925925926
no_safe_travel_modes,no_safe_travel_modes,process_aware_beam,27,87.24399692592553,50.7777493054232,4589.471962539432,4397.465142603488,15118.749740317211,13671.604067947568,4589.471962539432,0.6296296296296297,0.0,0,0,24.925925925925927,0.07407407407407407,4.481481481481482,15.25925925925926
