archive,case_name,placement_method,seed,placements_member,board_id,method,support_policy,min_support_count,min_support_ratio,min_area_normalized_support,runtime_ms,rectangle_count,candidate_unit_count,selected_unit_count,action_count,air_move_distance,travel_mode_cost,hard_penalty,stability_penalty,safe_lift_count,detour_count
strong_baseline_overnight_20260407_001243.zip,exp_strong_full_beam_pub_1seed_300s__ngcut9,baseline_full_beam,seed_1000,strong_baseline_overnight_20260407_001243/exp_strong_full_beam_pub_1seed_300s/exp_strong_full_beam_pub_1seed_300s__ngcut9/baseline_full_beam/seed_1000/placements.csv,1,topology,all_edges,1,0.0,0.0,2.5551249999999914,9,51,28,41,100.39164646293858,100.39164646293858,0.0,0.0,0,0
strong_baseline_overnight_20260407_001243.zip,exp_strong_full_beam_pub_1seed_300s__ngcut9,baseline_full_beam,seed_1000,strong_baseline_overnight_20260407_001243/exp_strong_full_beam_pub_1seed_300s/exp_strong_full_beam_pub_1seed_300s__ngcut9/baseline_full_beam/seed_1000/placements.csv,1,topology_process_aware,all_edges,1,0.0,0.0,45.643624999999965,9,51,28,36,36.16227766016838,36.16227766016838,0.0,0.0,0,0
strong_baseline_overnight_20260407_001243.zip,exp_strong_full_beam_pub_1seed_300s__ngcut9,baseline_full_beam,seed_1000,strong_baseline_overnight_20260407_001243/exp_strong_full_beam_pub_1seed_300s/exp_strong_full_beam_pub_1seed_300s__ngcut9/baseline_full_beam/seed_1000/placements.csv,1,topology,all_edges,1,0.5,0.0,2.4066249999999956,9,51,28,41,100.39164646293858,100.39164646293858,0.0,6.0,0,0
strong_baseline_overnight_20260407_001243.zip,exp_strong_full_beam_pub_1seed_300s__ngcut9,baseline_full_beam,seed_1000,strong_baseline_overnight_20260407_001243/exp_strong_full_beam_pub_1seed_300s/exp_strong_full_beam_pub_1seed_300s__ngcut9/baseline_full_beam/seed_1000/placements.csv,1,topology_process_aware,all_edges,1,0.5,0.0,27.938999999999993,9,51,28,47,77.60147050873545,77.60147050873545,0.0,0.0,0,8
