beam_width,candidate_pool_size,max_expansions_per_node,max_layer_expansions,layer_multiplier,diversity_bucket_limit,n,runtime_ms_mean,runtime_ms_std,expanded_nodes_mean,air_move_distance_mean,travel_mode_cost_mean,hard_penalty_mean,stability_penalty_mean,safe_lift_count_mean,detour_count_mean,rectangle_count_mean
4,24,48,24,6,0,3,320.1062776666664,311.8106721493009,800.6666666666666,3836.034389823732,4002.701056490399,0.0,0.0,0.6666666666666666,28.333333333333332,12.666666666666666
4,24,48,24,6,2,3,53.183791666666274,17.925322250222212,800.6666666666666,3836.034389823732,4002.701056490399,0.0,0.0,0.6666666666666666,28.333333333333332,12.666666666666666
4,24,48,48,12,0,3,578.873319333333,627.8767244737917,1536,3273.006857563266,3356.3401908965993,0.0,0.0,0.3333333333333333,24.666666666666668,12.666666666666666
4,24,48,48,12,2,3,80.58245866666661,26.367567492353725,1536,3273.006857563266,3356.3401908965993,0.0,0.0,0.3333333333333333,24.666666666666668,12.666666666666666
8,24,48,48,6,0,3,518.6064306666666,604.1096500528358,1610,3400.0275738268942,3483.3609071602273,0.0,0.0,0.3333333333333333,16,12.666666666666666
8,24,48,48,6,2,3,100.6230833333331,34.652966493892436,1610,3400.0275738268942,3483.3609071602273,0.0,0.0,0.3333333333333333,16,12.666666666666666
8,24,48,96,12,0,3,896.6876250000004,956.9775123379014,3088,3193.669375874452,3193.669375874452,0.0,0.0,0,6.666666666666667,12.666666666666666
8,24,48,96,12,2,3,159.69058366666673,64.4411909770245,3088,3193.669375874452,3193.669375874452,0.0,0.0,0,6.666666666666667,12.666666666666666
