archive,placements_member,board_id,method,runtime_ms,rectangle_count,candidate_unit_count,selected_unit_count,action_count,air_move_distance,cutting_length,pierce_count,lift_count,collision_penalty,boundary_penalty,stability_penalty,safe_lift_count,safe_lift_distance,detour_count,detour_distance,travel_mode_cost,hard_penalty
strong_baseline_overnight_20260407_001243.zip,strong_baseline_overnight_20260407_001243/exp_strong_repeat_ind_5seed_300s/exp_strong_repeat_ind_5seed_300s__data6/rh_mcts_ref/seed_1004/placements.csv,1,greedy,3.6247090000000037,10,63,29,46,2603.0951494023802,14692.0,12,12,0.0,0.0,11.0,1,719.2899276369718,7,232.0,2853.0951494023802,0.0
strong_baseline_overnight_20260407_001243.zip,strong_baseline_overnight_20260407_001243/exp_strong_repeat_ind_5seed_300s/exp_strong_repeat_ind_5seed_300s__data6/rh_mcts_ref/seed_1004/placements.csv,1,topology,2.8393329999999994,10,63,29,40,2462.831397218587,14692.0,12,12,0.0,0.0,11.0,0,0.0,0,0.0,2462.831397218587,0.0
strong_baseline_overnight_20260407_001243.zip,strong_baseline_overnight_20260407_001243/exp_strong_repeat_ind_5seed_300s/exp_strong_repeat_ind_5seed_300s__data6/rh_mcts_ref/seed_1004/placements.csv,1,topology_process_aware,79.036417,10,63,29,54,6386.36660661535,14692.0,17,18,0.0,0.0,0.0,1,1670.273031572982,9,768.0,6636.36660661535,0.0
strong_baseline_overnight_20260407_001243.zip,strong_baseline_overnight_20260407_001243/exp_strong_repeat_ind_5seed_300s/exp_strong_repeat_ind_5seed_300s__data6/rh_mcts_ref/seed_1004/placements.csv,1,topology_local_search,43.317415999999994,10,63,29,47,5270.423249339017,14692.0,18,18,0.0,0.0,9.0,0,0.0,2,458.0,5270.423249339017,0.0
strong_baseline_overnight_20260407_001243.zip,strong_baseline_overnight_20260407_001243/exp_strong_repeat_ind_5seed_300s/exp_strong_repeat_ind_5seed_300s__data6/rh_mcts_ref/seed_1004/placements.csv,1,topology_local_search_process_aware,318.04849999999993,10,63,29,54,6386.36660661535,14692.0,17,18,0.0,0.0,0.0,1,1670.273031572982,9,768.0,6636.36660661535,0.0
