method,support_policy,min_support_count,min_support_ratio,min_area_normalized_support,adjacency_support_weight,n,runtime_ms_mean,runtime_ms_std,air_move_distance_mean,air_move_distance_std,travel_mode_cost_mean,travel_mode_cost_std,hard_penalty_mean,stability_penalty_mean,safe_lift_count_mean,detour_count_mean,rectangle_count_mean
process_aware_beam,all_edges,1,0.75,0.0,1.0,1,591.6815829999999,0.0,8215.76838119603,0.0,8465.76838119603,0.0,0.0,0.0,1,9,22
topology_process_aware,all_edges,1,0.75,0.0,1.0,1,186.24054200000006,0.0,12803.007600346884,0.0,13053.007600346884,0.0,0.0,0.0,1,17,22
