rectangle_count_bin,method,support_policy,min_support_count,min_support_ratio,min_area_normalized_support,adjacency_support_weight,n,runtime_ms_mean,runtime_ms_std,air_move_distance_mean,air_move_distance_std,travel_mode_cost_mean,travel_mode_cost_std,hard_penalty_mean,stability_penalty_mean,safe_lift_count_mean,detour_count_mean,rectangle_count_mean
000_020,greedy,all_edges,1,0.75,0.0,1.0,9,2.4625832222221833,2.4375600539016635,1555.454125148375,2174.185215463241,1666.565236259486,2334.0742350822143,0.0,2.7777777777777777,0.4444444444444444,6,10.777777777777779
000_020,path_distance_local_search,all_edges,1,0.75,0.0,1.0,9,120.98375455555562,72.82035204082963,1533.1778952492339,2139.76698874709,1644.289006360345,2300.7033942316043,0.0,2.7777777777777777,0.4444444444444444,6,10.777777777777779
000_020,process_aware_beam,all_edges,1,0.75,0.0,1.0,9,219.10296311111114,210.14651592202276,2750.713938896797,3864.2632556416847,2834.0472722301306,3989.7294574666903,0.0,0.0,0.3333333333333333,5,10.777777777777779
000_020,topology_process_aware,all_edges,1,0.75,0.0,1.0,9,65.6346758888888,71.49737537296181,3223.556554228199,4655.588215226345,3334.6676653393097,4840.118325058385,0.0,0.0,0.4444444444444444,11,10.777777777777779
021_050,greedy,all_edges,1,0.75,0.0,1.0,3,9.474985666666491,4.759766681935024,5451.083932851609,548.5812021746235,5701.083932851609,548.5812021746239,0.0,4.666666666666667,1,19.666666666666668,26.333333333333332
021_050,path_distance_local_search,all_edges,1,0.75,0.0,1.0,3,282.74112466666645,63.73735268829268,5451.083932851609,548.5812021746235,5701.083932851609,548.5812021746239,0.0,4.666666666666667,1,19.666666666666668,26.333333333333332
021_050,process_aware_beam,all_edges,1,0.75,0.0,1.0,3,833.921903,327.11339285516345,9444.857163191613,1449.734114717723,9444.857163191613,1449.734114717723,0.0,0.0,0,40.666666666666664,26.333333333333332
021_050,topology_process_aware,all_edges,1,0.75,0.0,1.0,3,377.9060693333336,142.62267229599422,11327.73766533802,1049.5954678112464,11494.404332004688,1123.451367940477,0.0,0.0,0.6666666666666666,20,26.333333333333332
