archive,case_name,placement_method,seed,placements_member,board_id,method,support_policy,min_support_count,min_support_ratio,min_area_normalized_support,adjacency_support_weight,runtime_ms,rectangle_count,candidate_unit_count,selected_unit_count,action_count,air_move_distance,travel_mode_cost,hard_penalty,stability_penalty,safe_lift_count,detour_count
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_main_pub_all_1seed_300s__ngcut9,baseline_greedy,seed_1000,paper_extended_suite_20260321/exp_main_pub_all_1seed_300s/exp_main_pub_all_1seed_300s__ngcut9/baseline_greedy/seed_1000/placements.csv,3,topology_local_search_process_aware,all_edges,1,0.75,0.0,1.0,53.63508300000008,5,27,16,26,57.698448828284675,57.698448828284675,0.0,0.0,0,0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,baseline_sa,seed_1004,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv,1,topology,all_edges,1,0.0,0.0,0.0,14.428791000000274,17,109,46,68,4735.259487837023,4985.259487837023,0.0,0.0,1,5
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,baseline_sa,seed_1004,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv,1,topology_process_aware,all_edges,1,0.0,0.0,0.0,484.23466699999994,17,109,46,61,4900.042779370623,5150.042779370623,0.0,0.0,1,0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,baseline_sa,seed_1004,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv,1,topology_local_search_process_aware,all_edges,1,0.0,0.0,0.0,290.81629200000015,17,109,46,61,4900.042779370623,5150.042779370623,0.0,0.0,1,0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,baseline_sa,seed_1004,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv,1,topology,all_edges,1,0.0,0.0,1.0,6.058207999999787,17,109,46,68,4735.259487837023,4985.259487837023,0.0,0.0,1,5
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,baseline_sa,seed_1004,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv,1,topology_process_aware,all_edges,1,0.0,0.0,1.0,68.46008300000017,17,109,46,61,4900.042779370623,5150.042779370623,0.0,0.0,1,0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,baseline_sa,seed_1004,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv,1,topology_local_search_process_aware,all_edges,1,0.0,0.0,1.0,183.12333399999937,17,109,46,61,4900.042779370623,5150.042779370623,0.0,0.0,1,0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,baseline_sa,seed_1004,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv,1,topology,all_edges,1,0.25,0.0,0.0,5.859166999999665,17,109,46,68,4735.259487837023,4985.259487837023,0.0,4.0,1,5
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,baseline_sa,seed_1004,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv,1,topology_process_aware,all_edges,1,0.25,0.0,0.0,359.44874999999945,17,109,46,86,7685.414394423982,7935.414394423982,0.0,0.0,1,24
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,baseline_sa,seed_1004,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv,1,topology_local_search_process_aware,all_edges,1,0.25,0.0,0.0,344.9829580000001,17,109,46,86,7685.414394423982,7935.414394423982,0.0,0.0,1,24
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,baseline_sa,seed_1004,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv,1,topology,all_edges,1,0.25,0.0,1.0,6.152000000000157,17,109,46,68,4735.259487837023,4985.259487837023,0.0,0.0,1,5
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,baseline_sa,seed_1004,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv,1,topology_process_aware,all_edges,1,0.25,0.0,1.0,69.43291699999943,17,109,46,61,4900.042779370623,5150.042779370623,0.0,0.0,1,0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,baseline_sa,seed_1004,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv,1,topology_local_search_process_aware,all_edges,1,0.25,0.0,1.0,187.10529200000002,17,109,46,61,4900.042779370623,5150.042779370623,0.0,0.0,1,0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,baseline_sa,seed_1004,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv,1,topology,all_edges,1,0.5,0.0,0.0,6.020041000000198,17,109,46,68,4735.259487837023,4985.259487837023,0.0,5.0,1,5
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,baseline_sa,seed_1004,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/baseline_sa/seed_1004/placements.csv,1,topology_process_aware,all_edges,1,0.5,0.0,0.0,233.89329200000032,17,109,46,99,12743.900095726527,12993.900095726527,0.0,0.0,1,23
