action_index,action_type,travel_mode,start_x,start_y,end_x,end_y,length,cutting_unit_id,segment_id,low_clearance_collision_penalty,collision_penalty,boundary_penalty,safe_lift_count,safe_lift_distance,detour_count,detour_distance,travel_mode_cost,stability_penalty_delta,released_parts_before,released_parts_after,unstable_parts_before,unstable_parts_after,unstable_part_ids_before,unstable_part_ids_after,processed_segments_before,processed_segments_after
12,cut,low_clearance,331.0,647.0,5.0,647.0,326.0,shared_edge:1769:bottom|746:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,18,20
13,cut,low_clearance,5.0,647.0,5.0,1186.0,539.0,collinear_edge:1394:left|1769:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,20,22
14,cut,low_clearance,5.0,1186.0,320.0,1186.0,315.0,single:1394:top,1394:top,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,22,23
15,travel,low_clearance,320.0,1186.0,331.0,1210.0,26.400757564888174,collinear_edge:2433:top|646:top,,0.0,0.0,0.0,0,0.0,0,0.0,26.400757564888174,0.0,1,1,0,0,,,23,23
16,cut,low_clearance,331.0,1210.0,981.0,1210.0,650.0,collinear_edge:2433:top|646:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,23,25
17,cut,low_clearance,981.0,1210.0,981.0,955.0,255.0,shared_edge:1221:left|2433:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,25,27
18,travel,low_clearance,981.0,955.0,1002.8,955.0,21.799999999999955,shared_edge:1221:bottom|498:top,,0.0,0.0,0.0,0,0.0,0,0.0,21.799999999999955,0.0,1,1,0,0,,,27,27
19,cut,low_clearance,1002.8,955.0,1310.0,955.0,307.20000000000005,shared_edge:1221:bottom|498:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,27,29
20,cut,low_clearance,1310.0,955.0,1310.0,1214.0,259.0,single:1221:right,1221:right,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,29,30
21,travel,low_clearance,1310.0,1214.0,1332.8,1213.5,22.805481797146882,collinear_edge:347:top|9:top,,0.0,0.0,0.0,0,0.0,0,0.0,22.80548179714689,0.0,1,1,0,0,,,30,30
22,cut,low_clearance,1332.8,1213.5,1978.8,1213.5,646.0,collinear_edge:347:top|9:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,30,32
23,cut,low_clearance,1978.8,1213.5,1978.8,929.5,284.0,shared_edge:347:right|507:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,32,34
24,cut,low_clearance,1978.8,929.5,1936.8,929.5,42.0,shared_edge:2414:top|347:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,34,36
25,cut,low_clearance,1936.8,929.5,1936.8,636.5,293.0,shared_edge:1689:right|2414:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,36,38
26,cut,low_clearance,1936.8,636.5,1928.0,636.5,8.799999999999955,shared_edge:1689:bottom|1914:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,38,40
27,cut,low_clearance,1928.0,636.5,1617.0,636.5,311.0,shared_edge:1689:bottom|1874:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,40,41
28,travel,low_clearance,1617.0,636.5,1598.8,636.5,18.200000000000045,shared_edge:1384:right|1689:left,,0.0,0.0,0.0,0,0.0,0,0.0,18.200000000000045,0.0,1,1,0,0,,,41,41
29,cut,low_clearance,1598.8,636.5,1598.8,655.0,18.5,shared_edge:1384:right|1689:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,41,43
30,travel,low_clearance,1598.8,655.0,1577.8,655.0,21.0,shared_edge:1384:top|2434:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,21.0,0.0,1,1,0,0,,,43,43
31,cut,low_clearance,1577.8,655.0,1332.8,655.0,245.0,shared_edge:1384:top|2434:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,43,45
32,cut,low_clearance,1332.8,655.0,664.8,655.0,668.0,collinear_edge:2710:bottom|498:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,45,47
33,cut,low_clearance,664.8,655.0,664.8,926.0,271.0,shared_edge:2710:left|759:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,47,49
34,travel,low_clearance,664.8,926.0,1305.8,655.0,695.9324679880945,shared_edge:1384:top|498:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,695.9324679880945,0.0,1,1,0,0,,,49,49
35,cut,low_clearance,1305.8,655.0,1332.8,655.0,27.0,shared_edge:1384:top|498:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,49,49
36,cut,low_clearance,1332.8,655.0,1332.8,913.0,258.0,shared_edge:2434:left|498:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,49,51
37,cut,low_clearance,1332.8,913.0,1577.8,913.0,245.0,single:2434:top,2434:top,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,,,51,52
38,cut,low_clearance,1577.8,913.0,1577.8,655.0,258.0,single:2434:right,2434:right,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,2,0,0,,,52,53
39,travel,low_clearance,1577.8,655.0,1305.8,628.0,273.3367885960468,collinear_edge:2467:top|2808:top,,0.0,0.0,0.0,0,0.0,0,0.0,273.33678859604686,0.0,2,2,0,0,,,53,53
40,cut,low_clearance,1305.8,628.0,664.8,628.0,641.0,collinear_edge:2467:top|2808:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,2,0,0,,,53,55
41,cut,low_clearance,664.8,628.0,664.8,626.0,2.0,shared_edge:2467:left|759:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,2,0,0,,,55,56
42,cut,low_clearance,664.8,626.0,664.8,326.0,300.0,shared_edge:2467:left|569:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,2,0,0,,,56,57
43,travel,low_clearance,664.8,326.0,664.8,317.0,9.0,shared_edge:1048:top|2467:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,9.0,0.0,2,2,0,0,,,57,57
44,cut,low_clearance,664.8,317.0,977.0,317.0,312.20000000000005,shared_edge:1048:top|2467:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,2,0,0,,,57,59
45,cut,low_clearance,977.0,317.0,985.3,317.0,8.299999999999955,shared_edge:1403:top|2467:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,2,0,0,,,59,60
46,cut,low_clearance,985.3,317.0,985.3,628.0,311.0,shared_edge:2467:right|2808:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,3,0,0,,,60,62
47,travel,low_clearance,985.3,628.0,981.0,948.0,320.0288893209486,shared_edge:2433:bottom|2710:top,,0.0,0.0,0.0,0,0.0,0,0.0,320.02888932094857,0.0,3,3,0,0,,,62,62
48,cut,low_clearance,981.0,948.0,664.8,948.0,316.20000000000005,shared_edge:2433:bottom|2710:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,62,64
49,travel,low_clearance,664.8,948.0,654.0,926.0,24.507957891264606,shared_edge:646:bottom|759:top,,0.0,0.0,0.0,0,0.0,0,0.0,24.507957891264596,0.0,3,3,0,0,,,64,64
50,cut,low_clearance,654.0,926.0,331.0,926.0,323.0,shared_edge:646:bottom|759:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,64,66
51,cut,low_clearance,331.0,926.0,331.0,968.0,42.0,shared_edge:1769:right|646:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,66,68
52,travel,low_clearance,331.0,968.0,5.0,968.0,326.0,collinear_edge:1769:left|746:left,,0.0,0.0,0.0,0,0.0,0,0.0,326.0,0.0,3,3,0,0,,,68,68
53,cut,low_clearance,5.0,968.0,5.0,326.0,642.0,collinear_edge:1769:left|746:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,68,69
54,travel,low_clearance,5.0,326.0,5.0,5.0,321.0,collinear_edge:746:left|88:left,,0.0,0.0,0.0,0,0.0,0,0.0,321.0000000000002,0.0,3,3,0,0,,,69,69
55,cut,low_clearance,5.0,5.0,5.0,647.0,642.0,collinear_edge:746:left|88:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,69,70
56,travel,low_clearance,5.0,647.0,331.0,626.0,326.67568014775753,shared_edge:569:top|759:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,326.6756801477577,0.0,3,3,0,0,,,70,70
57,cut,low_clearance,331.0,626.0,664.8,626.0,333.79999999999995,shared_edge:569:top|759:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,4,0,0,,,70,72
58,travel,low_clearance_detour,664.8,626.0,664.8,631.0,5.0,shared_edge:2710:right|498:left,,0.0,0.0,0.0,0,0.0,1,5.0,5.0,0.0,4,4,0,0,,,72,72
59,travel,low_clearance_detour,664.8,631.0,667.8,631.0,3.0,shared_edge:2710:right|498:left,,0.0,0.0,0.0,0,0.0,1,3.0,3.0,0.0,4,4,0,0,,,72,72
60,travel,low_clearance_detour,667.8,631.0,667.8,652.0,21.0,shared_edge:2710:right|498:left,,0.0,0.0,0.0,0,0.0,1,21.0,21.0,0.0,4,4,0,0,,,72,72
61,travel,low_clearance_detour,667.8,652.0,667.8,655.0,3.0,shared_edge:2710:right|498:left,,0.0,0.0,0.0,0,0.0,1,3.0,3.0,0.0,4,4,0,0,,,72,72
62,travel,low_clearance_detour,667.8,655.0,988.3,655.0,320.5,shared_edge:2710:right|498:left,,0.0,0.0,0.0,0,0.0,1,320.5,320.5,0.0,4,4,0,0,,,72,72
63,travel,low_clearance_detour,988.3,655.0,1002.8,655.0,14.5,shared_edge:2710:right|498:left,,0.0,0.0,0.0,0,0.0,1,14.5,14.5,0.0,4,4,0,0,,,72,72
64,cut,low_clearance,1002.8,655.0,1002.8,948.0,293.0,shared_edge:2710:right|498:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,6,0,0,,,72,74
65,travel,low_clearance,1002.8,948.0,981.0,1214.0,266.89181328770655,single:1221:top,,0.0,0.0,0.0,0,0.0,0,0.0,266.89181328770655,0.0,6,6,0,0,,,74,74
66,cut,low_clearance,981.0,1214.0,1310.0,1214.0,329.0,single:1221:top,1221:top,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,6,7,0,0,,,74,75
67,travel,low_clearance,1310.0,1214.0,1332.8,955.0,260.00161537959724,shared_edge:498:right|9:left,,0.0,0.0,0.0,0,0.0,0,0.0,260.0016153795973,0.0,7,7,0,0,,,75,75
68,cut,low_clearance,1332.8,955.0,1332.8,929.5,25.5,shared_edge:498:right|9:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7,7,0,0,,,75,76
69,travel,low_clearance,1332.8,929.5,1978.8,929.5,646.0,shared_edge:2414:top|507:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,646.0,0.0,7,7,0,0,,,76,76
70,cut,low_clearance,1978.8,929.5,2274.8,929.5,296.0000000000002,shared_edge:2414:top|507:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7,7,0,0,,,76,77
71,travel,low_clearance,2274.8,929.5,2274.8,889.0,40.5,collinear_edge:1460:top|2310:top,,0.0,0.0,0.0,0,0.0,0,0.0,40.5,0.0,7,7,0,0,,,77,77
72,cut,low_clearance,2274.8,889.0,2414.8,889.0,140.0,collinear_edge:1460:top|2310:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7,7,0,0,,,77,79
73,cut,low_clearance,2414.8,889.0,2414.8,5.0,884.0,single:2310:right,2310:right,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7,7,0,0,,,79,80
74,cut,low_clearance,2414.8,5.0,2274.8,5.0,140.0,collinear_edge:1460:bottom|2310:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7,7,0,0,,,80,82
75,travel,low_clearance,2274.8,5.0,2239.0,316.0,313.0537334069025,single:1914:right,,0.0,0.0,0.0,0,0.0,0,0.0,313.0537334069022,0.0,7,7,0,0,,,82,82
76,cut,low_clearance,2239.0,316.0,2239.0,636.5,320.5,single:1914:right,1914:right,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7,7,0,0,,,82,83
77,cut,low_clearance,2239.0,636.5,1936.8,636.5,302.20000000000005,shared_edge:1914:top|2414:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7,7,0,0,,,83,84
78,travel,low_clearance,1936.8,636.5,2274.8,636.5,338.0000000000002,shared_edge:1460:left|2414:right,,0.0,0.0,0.0,0,0.0,0,0.0,338.0,0.0,7,7,0,0,,,84,84
79,cut,low_clearance,2274.8,636.5,2274.8,889.0,252.5,shared_edge:1460:left|2414:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7,8,0,0,,,84,86
80,travel,low_clearance,2274.8,889.0,2344.8,889.0,70.0,shared_edge:1460:right|2310:left,,0.0,0.0,0.0,0,0.0,0,0.0,70.0,0.0,8,8,0,0,,,86,86
81,cut,low_clearance,2344.8,889.0,2344.8,5.0,884.0,shared_edge:1460:right|2310:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,8,10,0,0,,,86,88
82,travel,low_clearance,2344.8,5.0,2258.0,5.0,86.80000000000018,single:1565:right,,0.0,0.0,0.0,0,0.0,0,0.0,86.80000000000018,0.0,10,10,0,0,,,88,88
83,cut,low_clearance,2258.0,5.0,2258.0,316.0,311.0,single:1565:right,1565:right,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,10,10,0,1,,1565,88,89
84,travel,low_clearance,2258.0,316.0,2239.0,316.0,19.0,shared_edge:1565:top|1914:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,19.0,0.0,10,10,1,1,1565,1565,89,89
85,cut,low_clearance,2239.0,316.0,1937.5,316.0,301.5,shared_edge:1565:top|1914:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,10,10,1,1,1565,1565,89,90
86,travel,low_clearance,1937.5,316.0,2258.0,5.0,446.58845708325237,collinear_edge:1565:bottom|180:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,446.58845708325225,0.0,10,10,1,1,1565,1565,90,90
87,cut,low_clearance,2258.0,5.0,1617.0,5.0,641.0,collinear_edge:1565:bottom|180:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,10,11,1,0,1565,,90,91
88,travel,low_clearance,1617.0,5.0,1617.0,316.0,311.0,shared_edge:1874:left|2459:right,,0.0,0.0,0.0,0,0.0,0,0.0,311.0,0.0,11,11,0,0,,,91,91
89,cut,low_clearance,1617.0,316.0,1617.0,317.0,1.0,shared_edge:1874:left|2459:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,11,11,0,0,,,91,92
90,travel,low_clearance,1617.0,317.0,1928.0,316.0,311.00160771288625,shared_edge:1874:right|1914:left,,0.0,0.0,0.0,0,0.0,0,0.0,311.00160771288665,0.0,11,11,0,0,,,92,92
91,cut,low_clearance,1928.0,316.0,1928.0,636.5,320.5,shared_edge:1874:right|1914:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,11,13,0,0,,,92,94
92,travel,low_clearance,1928.0,636.5,1655.8,929.5,399.9272933921865,shared_edge:1689:top|9:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,399.9272933921866,0.0,13,13,0,0,,,94,94
93,cut,low_clearance,1655.8,929.5,1598.8,929.5,57.0,shared_edge:1689:top|9:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,13,14,0,1,,9,94,96
94,travel,low_clearance,1598.8,929.5,1655.8,929.5,57.0,shared_edge:347:left|9:right,,0.0,0.0,0.0,0,0.0,0,0.0,57.0,0.0,14,14,1,1,9,9,96,96
95,cut,low_clearance,1655.8,929.5,1655.8,1213.5,284.0,shared_edge:347:left|9:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,14,16,1,0,9,,96,98
96,cut,low_clearance,1655.8,1213.5,2301.8,1213.5,646.0000000000002,collinear_edge:347:top|507:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,16,16,0,1,,507,98,99
97,cut,low_clearance,2301.8,1213.5,2301.8,929.5,284.0,single:507:right,507:right,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,16,17,1,0,507,,99,100
98,travel,safe_lift,2301.8,929.5,654.0,948.0,1647.9038473163419,shared_edge:2433:left|646:right,,1.0,0.0,0.0,1,1647.9038473163419,0,0.0,1897.9038473163419,0.0,17,17,0,0,,,100,100
99,cut,low_clearance,654.0,948.0,654.0,1210.0,262.0,shared_edge:2433:left|646:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,17,19,0,0,,,100,102
100,travel,low_clearance_detour,654.0,1210.0,651.0,1210.0,3.0,single:1394:right,,0.0,0.0,0.0,0,0.0,1,3.0,3.0,0.0,19,19,0,0,,,102,102
101,travel,low_clearance_detour,651.0,1210.0,328.0,1210.0,323.0,single:1394:right,,0.0,0.0,0.0,0,0.0,1,323.0,323.0,0.0,19,19,0,0,,,102,102
102,travel,low_clearance_detour,328.0,1210.0,320.0,1210.0,8.0,single:1394:right,,0.0,0.0,0.0,0,0.0,1,8.0,8.0,0.0,19,19,0,0,,,102,102
103,travel,low_clearance_detour,320.0,1210.0,320.0,1186.0,24.0,single:1394:right,,0.0,0.0,0.0,0,0.0,1,24.0,24.0,0.0,19,19,0,0,,,102,102
104,cut,low_clearance,320.0,1186.0,320.0,968.0,218.0,single:1394:right,1394:right,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,19,19,0,1,,1394,102,103
105,cut,low_clearance,320.0,968.0,5.0,968.0,315.0,shared_edge:1394:bottom|1769:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,19,21,1,0,1394,,103,105
106,travel,low_clearance,5.0,968.0,5.0,326.0,642.0,shared_edge:746:bottom|88:top,,0.0,0.0,0.0,0,0.0,0,0.0,642.0,0.0,21,21,0,0,,,105,105
107,cut,low_clearance,5.0,326.0,331.0,326.0,326.0,shared_edge:746:bottom|88:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,21,23,0,0,,,105,107
108,cut,low_clearance,331.0,326.0,657.0,326.0,326.0,shared_edge:2184:top|569:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,23,24,0,1,,2184,107,109
109,travel,low_clearance,657.0,326.0,657.0,317.0,9.0,shared_edge:1048:left|2184:right,,0.0,0.0,0.0,0,0.0,0,0.0,9.0,0.0,24,24,1,1,2184,2184,109,109
110,cut,low_clearance,657.0,317.0,657.0,5.0,312.0,shared_edge:1048:left|2184:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,24,25,1,1,2184,1048,109,111
111,travel,low_clearance,657.0,5.0,977.0,317.0,446.9272871508295,shared_edge:1048:right|1403:left,,0.0,0.0,0.0,0,0.0,0,0.0,446.9272871508292,0.0,25,25,1,1,1048,1048,111,111
112,cut,low_clearance,977.0,317.0,977.0,5.0,312.0,shared_edge:1048:right|1403:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,25,26,1,1,1048,1403,111,113
113,travel,low_clearance,977.0,5.0,1297.0,5.0,320.0,shared_edge:1403:right|2459:left,,0.0,0.0,0.0,0,0.0,0,0.0,320.0,0.0,26,26,1,1,1403,1403,113,113
114,cut,low_clearance,1297.0,5.0,1297.0,317.0,312.0,shared_edge:1403:right|2459:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,26,27,1,1,1403,2459,113,115
115,cut,low_clearance,1297.0,317.0,1305.8,317.0,8.799999999999955,shared_edge:2459:top|2808:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,27,28,1,1,2459,2808,115,117
116,travel,low_clearance,1305.8,317.0,1305.8,628.0,311.0,shared_edge:1384:left|2808:right,,0.0,0.0,0.0,0,0.0,0,0.0,311.0,0.0,28,28,1,1,2808,2808,117,117
117,cut,low_clearance,1305.8,628.0,1305.8,317.0,311.0,shared_edge:1384:left|2808:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,28,29,1,1,2808,1384,117,119
118,cut,low_clearance,1305.8,317.0,1598.8,317.0,293.0,shared_edge:1384:bottom|2459:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,29,30,1,0,1384,,119,120
