method,n,runtime_ms_mean,runtime_ms_median,runtime_ms_std,air_move_distance_mean,air_move_distance_median,air_move_distance_std,cutting_length_mean,cutting_length_median,cutting_length_std,machining_cost_mean,machining_cost_median,machining_cost_std,travel_mode_cost_mean,travel_mode_cost_median,travel_mode_cost_std,hard_penalty_mean,hard_penalty_median,hard_penalty_std,stability_penalty_mean,stability_penalty_median,stability_penalty_std,pierce_count_mean,pierce_count_median,pierce_count_std,lift_count_mean,lift_count_median,lift_count_std,safe_lift_count_mean,safe_lift_count_median,safe_lift_count_std,detour_count_mean,detour_count_median,detour_count_std,rectangle_count_mean,rectangle_count_median,rectangle_count_std
greedy,27,5.251517,3.719916,5.226353,3065.179147,3973.227130,2861.025776,10529.277778,16737.000000,9417.524264,13751.864332,21528.936108,12351.097640,3222.586554,4062.436108,2994.790224,0.000000,0.000000,0.000000,2.925926,3.000000,2.106883,15.888889,18.000000,9.844470,15.962963,18.000000,9.905036,0.629630,0.000000,0.776895,12.962963,8.000000,15.917569,15.259259,16.000000,9.339651
path_distance_local_search,27,173.988179,165.830125,121.188827,3057.753737,3973.227130,2856.309955,10529.277778,16737.000000,9417.524264,13744.438922,21528.936108,12345.528222,3215.161144,4062.436108,2990.055430,0.000000,0.000000,0.000000,2.925926,3.000000,2.106883,15.740741,18.000000,9.965097,15.814815,18.000000,10.026029,0.629630,0.000000,0.776895,12.962963,8.000000,15.917569,15.259259,16.000000,9.339651
topology,27,10.301670,8.296583,11.056143,3234.060809,4274.344295,2988.170992,10529.277778,16737.000000,9417.524264,13920.745994,21704.082893,12460.017445,3391.468216,4524.344295,3111.034571,0.000000,0.000000,0.000000,3.740741,3.000000,3.512861,18.925926,19.000000,9.455259,19.037037,19.000000,9.500415,0.629630,0.000000,0.908729,19.259259,14.000000,29.094473,15.259259,16.000000,9.339651
topology_process_aware,27,210.523824,116.172667,297.397202,5842.066132,6837.295104,5438.214117,10529.277778,16737.000000,9417.524264,16500.973540,23748.468638,14863.699004,5971.695762,6837.295104,5569.868793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.222222,21.000000,12.685172,21.703704,22.000000,13.046398,0.518519,0.000000,0.738887,17.814815,15.000000,19.394610,15.259259,16.000000,9.339651
process_aware_beam,27,436.288208,349.868417,452.439452,4977.812336,6156.818910,4685.544600,10529.277778,16737.000000,9417.524264,15599.682706,23873.318910,14039.088860,5070.404928,6406.818910,4772.115602,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.037037,18.000000,11.262792,18.407407,19.000000,11.522150,0.370370,0.000000,0.617531,15.370370,10.000000,17.749592,15.259259,16.000000,9.339651
topology_local_search,27,162.214158,79.505458,184.193027,4367.423811,5884.918441,3954.590267,10529.277778,16737.000000,9417.524264,15109.664552,24191.063645,13458.269801,4580.386774,6134.918441,4150.588628,0.000000,0.000000,0.000000,3.074074,2.000000,3.276470,19.703704,22.000000,10.469762,19.888889,22.000000,10.503380,0.851852,0.000000,1.145157,20.074074,14.000000,29.237122,15.259259,16.000000,9.339651
topology_local_search_process_aware,27,247.374184,204.306084,192.942195,5844.740674,6837.295104,5441.612727,10529.277778,16737.000000,9417.524264,16494.388822,23748.468638,14861.099313,5965.111045,6837.295104,5566.666455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.000000,21.000000,12.924281,21.481481,22.000000,13.287060,0.481481,0.000000,0.686935,16.888889,15.000000,19.672002,15.259259,16.000000,9.339651
