action_index,action_type,travel_mode,start_x,start_y,end_x,end_y,length,cutting_unit_id,segment_id,low_clearance_collision_penalty,collision_penalty,boundary_penalty,safe_lift_count,safe_lift_distance,detour_count,detour_distance,travel_mode_cost,stability_penalty_delta,released_parts_before,released_parts_after,unstable_parts_before,unstable_parts_after,unstable_part_ids_before,unstable_part_ids_after,processed_segments_before,processed_segments_after
0,cut,low_clearance,5.0,5.0,648.5,5.0,643.5,collinear_edge:1029:bottom|251:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,,,0,2
1,cut,low_clearance,648.5,5.0,1294.5,5.0,646.0,collinear_edge:646:bottom|694:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,,,2,4
2,cut,low_clearance,1294.5,5.0,1940.5,5.0,646.0,collinear_edge:1119:bottom|798:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,,,4,6
3,cut,low_clearance,1940.5,5.0,1940.5,289.0,284.0,shared_edge:1119:right|1571:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,,,6,8
4,cut,low_clearance,1940.5,289.0,1848.9,289.0,91.59999999999991,shared_edge:1000:bottom|1119:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,,,8,10
5,cut,low_clearance,1848.9,289.0,1848.9,582.0,293.0,shared_edge:1000:left|871:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,,,10,12
6,cut,low_clearance,1848.9,582.0,1875.6000000000001,582.0,26.700000000000045,shared_edge:1000:top|1320:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,,,12,14
7,cut,low_clearance,1875.6000000000001,582.0,1875.6000000000001,875.0,293.0,shared_edge:1320:right|1659:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,,,14,16
8,cut,low_clearance,1875.6000000000001,875.0,1875.6000000000001,1168.0,293.0,shared_edge:2606:right|710:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,,,16,18
9,cut,low_clearance,1875.6000000000001,1168.0,1254.2,1168.0,621.4000000000001,collinear_edge:2259:top|2606:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,,,18,20
10,cut,low_clearance,1254.2,1168.0,1254.2,905.0,263.0,shared_edge:2259:left|252:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,,,20,22
11,cut,low_clearance,1254.2,905.0,1254.2,875.0,30.0,shared_edge:2259:left|45:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,,,22,23
12,cut,low_clearance,1254.2,875.0,1564.9,875.0,310.70000000000005,shared_edge:1056:top|2259:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,,,23,25
13,cut,low_clearance,1564.9,875.0,1875.6000000000001,875.0,310.70000000000005,shared_edge:1320:top|2606:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,,,25,27
14,cut,low_clearance,1875.6000000000001,875.0,2185.6000000000004,875.0,310.0000000000002,shared_edge:1659:top|710:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,,,27,29
15,cut,low_clearance,2185.6000000000004,875.0,2185.6000000000004,1168.0,293.0,shared_edge:2366:left|710:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,,,29,31
16,cut,low_clearance,2185.6000000000004,1168.0,1564.9,1168.0,620.7000000000003,collinear_edge:2606:top|710:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,1,0,1,,2606,31,32
17,cut,low_clearance,1564.9,1168.0,1564.9,875.0,293.0,shared_edge:2259:right|2606:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,3,1,0,2606,,32,34
18,cut,low_clearance,1564.9,875.0,1564.9,582.0,293.0,shared_edge:1056:right|1320:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,4,0,0,,,34,36
19,cut,low_clearance,1564.9,582.0,1538.2,582.0,26.700000000000045,shared_edge:1056:bottom|871:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,4,0,1,,1056,36,38
20,cut,low_clearance,1538.2,582.0,1538.2,289.0,293.0,shared_edge:321:right|871:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,4,4,1,0,1056,,38,40
21,cut,low_clearance,1538.2,289.0,1617.5,289.0,79.29999999999995,shared_edge:798:top|871:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,5,0,0,,,40,42
22,cut,low_clearance,1617.5,289.0,1617.5,5.0,284.0,shared_edge:1119:left|798:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5,6,0,1,,798,42,44
23,travel,low_clearance,1617.5,5.0,971.5,5.0,646.0,collinear_edge:251:bottom|646:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,646.0,1.0,6,6,1,0,798,,44,44
24,cut,low_clearance,971.5,5.0,335.0,5.0,636.5,collinear_edge:251:bottom|646:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,6,6,0,0,,,44,44
25,cut,low_clearance,335.0,5.0,335.0,298.0,293.0,shared_edge:1029:right|251:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,6,6,0,0,,,44,46
26,cut,low_clearance,335.0,298.0,335.0,305.0,7.0,shared_edge:1029:right|1489:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,6,6,0,0,,,46,47
