action_index,action_type,travel_mode,start_x,start_y,end_x,end_y,length,cutting_unit_id,segment_id,low_clearance_collision_penalty,collision_penalty,boundary_penalty,safe_lift_count,safe_lift_distance,detour_count,detour_distance,travel_mode_cost,stability_penalty_delta,released_parts_before,released_parts_after,unstable_parts_before,unstable_parts_after,unstable_part_ids_before,unstable_part_ids_after,processed_segments_before,processed_segments_after
27,cut,low_clearance,1538.2,582.0,1538.2,289.0,293.0,shared_edge:321:right|871:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,2,0,0,,,39,41
28,cut,low_clearance,1538.2,289.0,1617.5,289.0,79.29999999999995,shared_edge:798:top|871:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,3,0,0,,,41,43
29,travel,low_clearance,1617.5,289.0,971.5,5.0,705.6713115891846,collinear_edge:251:bottom|646:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,705.6713115891846,0.0,3,3,0,0,,,43,43
30,cut,low_clearance,971.5,5.0,335.0,5.0,636.5,collinear_edge:251:bottom|646:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,43,43
31,cut,low_clearance,335.0,5.0,335.0,298.0,293.0,shared_edge:1029:right|251:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,43,45
32,cut,low_clearance,335.0,298.0,335.0,305.0,7.0,shared_edge:1029:right|1489:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,45,46
33,cut,low_clearance,335.0,305.0,335.0,591.0,286.0,shared_edge:1489:left|2145:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,46,47
34,cut,low_clearance,335.0,591.0,314.0,591.0,21.0,shared_edge:2145:top|482:bottom,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,47,49
35,cut,low_clearance,314.0,591.0,5.0,591.0,309.0,shared_edge:1344:bottom|2145:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,49,50
36,cut,low_clearance,5.0,591.0,5.0,5.0,586.0,collinear_edge:1029:left|2145:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,0,0,,,50,52
